review,rating,date,bank,source,lang,translated_review,processed_review,sentiment_score,sentiment_label,vader_sentiment,sentiment,label
Best solution for easy life !,4,2024-03-18,CBE,Google Play,en,Best solution for easy life !,best solution easy life,0.8655,positive,positive,positive,positive
Dowelled frome Google appe stor,4,2024-03-18,CBE,Google Play,en,Dowelled frome Google appe stor,dowelled frome google appe stor,0.0,neutral,neutral,neutral,positive
Nice app i like it,5,2024-03-18,CBE,Google Play,hr,Nice app i like it,nice app like,0.6486,positive,positive,positive,positive
It doesn't work smoothly,1,2024-03-18,CBE,Google Play,en,It doesn't work smoothly,work smoothly,0.0,neutral,neutral,positive,negative
This good app,5,2024-03-17,CBE,Google Play,en,This good app,good app,0.4404,positive,positive,positive,positive
easy and excellent app,5,2024-03-17,CBE,Google Play,en,easy and excellent app,easy excellent app,0.765,positive,positive,positive,positive
Beter than all others I have account with commercial bank of Ethiopia this chance is a higher profile gift to up grading the livelihood of the poor ones as well as the government revenue,4,2024-03-17,CBE,Google Play,en,Beter than all others I have account with commercial bank of Ethiopia this chance is a higher profile gift to up grading the livelihood of the poor ones as well as the government revenue,beter others account commercial bank ethiopia chance higher profile gift grading livelihood poor one well government revenue,0.6059,positive,positive,negative,positive
The security is very weak and cyber attacks will always happen. Adjust the security,1,2024-03-17,CBE,Google Play,en,The security is very weak and cyber attacks will always happen. Adjust the security,security weak cyber attack always happen adjust security,-0.3167,negative,negative,negative,negative
Amazing apps are Ethiopian bank,5,2024-03-16,CBE,Google Play,en,Amazing apps are Ethiopian bank,amazing apps ethiopian bank,0.5859,positive,positive,positive,positive
Betam harif app new,5,2024-03-16,CBE,Google Play,id,Betam harif app new,betam harif app new,0.0,neutral,neutral,positive,positive
Amazing system,5,2024-03-16,CBE,Google Play,pl,Amazing system,amazing system,0.5859,positive,positive,positive,positive
Commercial bank of Ethiopia experiances their best service to the customer handling and excellent offer they give and relialble bank that best describes them,5,2024-03-16,CBE,Google Play,en,Commercial bank of Ethiopia experiances their best service to the customer handling and excellent offer they give and relialble bank that best describes them,commercial bank ethiopia experiances best service customer handling excellent offer give relialble bank best describes,0.9201,positive,positive,positive,positive
always network error why ....,1,2024-03-16,CBE,Google Play,en,always network error why ....,always network error,-0.4019,negative,negative,neutral,negative
Always crush its stupid app,1,2024-03-16,CBE,Google Play,en,Always crush its stupid app,always crush stupid app,-0.6124,negative,negative,negative,negative
This Great app for me I like to rate this with 5 star solid.B/c It works well overall. So hello everyone enjoy the apps,5,2024-03-16,CBE,Google Play,en,This Great app for me I like to rate this with 5 star solid.B/c It works well overall. So hello everyone enjoy the apps,great app like rate 5 star work well overall hello everyone enjoy apps,0.9035,positive,positive,positive,positive
Time saver,5,2024-03-16,CBE,Google Play,hr,Time saver,time saver,0.0,neutral,neutral,neutral,positive
ጥሩ አይደለም,1,2024-03-16,CBE,Google Play,unknown,ጥሩ አይደለም,ጥሩ አይደለም,0.0,neutral,neutral,neutral,negative
Its trash,1,2024-03-16,CBE,Google Play,en,Its trash,trash,0.0,neutral,neutral,neutral,negative
Add pagination instead of loading all txns at once. Simple,4,2024-03-16,CBE,Google Play,en,Add pagination instead of loading all txns at once. Simple,add pagination instead loading txns simple,0.0,neutral,neutral,neutral,positive
Its. Bad,1,2024-03-16,CBE,Google Play,en,Its. Bad,bad,-0.5423,negative,negative,negative,negative
It is a very good facility,5,2024-03-16,CBE,Google Play,en,It is a very good facility,good facility,0.4927,positive,positive,positive,positive
"I'm having trouble with the application, I can't see my balance or send money using the application. This is very disappointing as I have been experiencing this for a while.",1,2024-03-16,CBE,Google Play,en,"I'm having trouble with the application, I can't see my balance or send money using the application. This is very disappointing as I have been experiencing this for a while.",trouble application ca see balance send money using application disappointing experiencing,-0.7346,negative,negative,negative,negative
Yohanes and zefan,1,2024-03-15,CBE,Google Play,en,Yohanes and zefan,yohanes zefan,0.0,neutral,neutral,neutral,negative
Gorgeous app i really like this app.,5,2024-03-15,CBE,Google Play,en,Gorgeous app i really like this app.,gorgeous app really like app,0.7778,positive,positive,positive,positive
Good app and easy to use,5,2024-03-15,CBE,Google Play,en,Good app and easy to use,good app easy use,0.7003,positive,positive,positive,positive
Better and easy to use it,5,2024-03-15,CBE,Google Play,en,Better and easy to use it,better easy use,0.7003,positive,positive,positive,positive
"This is my first time to use this app. You have done great work. I Appreciate your effort ,do more to make this app more effective.",5,2024-03-15,CBE,Google Play,en,"This is my first time to use this app. You have done great work. I Appreciate your effort ,do more to make this app more effective.",first time use app done great work appreciate effort make app effective,0.8805,positive,positive,positive,positive
እጅግ በጣም ያማረ የኮመርሺያል አስተላላፊ መተግበርያ ሁኖ አግኝቸዋለሁ። እናመሠግናለን,5,2024-03-14,CBE,Google Play,unknown,እጅግ በጣም ያማረ የኮመርሺያል አስተላላፊ መተግበርያ ሁኖ አግኝቸዋለሁ። እናመሠግናለን,እጅግ በጣም ያማረ የኮመርሺያል አስተላላፊ መተግበርያ ሁኖ እናመሠግናለን,0.0,neutral,neutral,neutral,positive
It's Well !!,3,2024-03-14,CBE,Google Play,en,It's Well !!,well,0.3987,positive,positive,neutral,neutral
This app is a good app,5,2024-03-14,CBE,Google Play,en,This app is a good app,app good app,0.4404,positive,positive,positive,positive
Actually I do not used it yet.,5,2024-03-14,CBE,Google Play,en,Actually I do not used it yet.,actually used yet,0.0,neutral,neutral,neutral,positive
"It is not working, informs its synced but, when you request for transaction he doesnt process it",1,2024-03-14,CBE,Google Play,en,"It is not working, informs its synced but, when you request for transaction he doesnt process it",working informs synced request transaction doesnt process,0.0,neutral,neutral,neutral,negative
"It's full of crashing features, can't sync real time need 3,4 touching doesn't work many times. In fact it's not working now I'm afraid if I uninstalled it I will be forced to go to the branch to activate it again so here I'm stuck with the app unable to access my money",1,2024-03-14,CBE,Google Play,en,"It's full of crashing features, can't sync real time need 3,4 touching doesn't work many times. In fact it's not working now I'm afraid if I uninstalled it I will be forced to go to the branch to activate it again so here I'm stuck with the app unable to access my money",full crashing feature ca sync real time need touching work many time fact working afraid uninstalled forced go branch activate stuck app unable access money,-0.6444,negative,negative,positive,negative
I like very much,5,2024-03-13,CBE,Google Play,no,I like very much,like much,0.3612,positive,positive,positive,positive
"After the recent update, the app crashs on its own and is glitchy",1,2024-03-13,CBE,Google Play,en,"After the recent update, the app crashs on its own and is glitchy",recent update app crash glitchy,0.0,neutral,neutral,neutral,negative
Abdurezak Abdljalil Side,5,2024-03-12,CBE,Google Play,sl,Abdurezak Abdljalil Side,abdurezak abdljalil side,0.0,neutral,neutral,neutral,positive
The best service cbe ever gave us,5,2024-03-12,CBE,Google Play,en,The best service cbe ever gave us,best service cbe ever gave u,0.6369,positive,positive,positive,positive
This app have not working please more approve it.,5,2024-03-12,CBE,Google Play,en,This app have not working please more approve it.,app working please approve,-0.2411,negative,negative,neutral,positive
Subcrib,5,2024-03-12,CBE,Google Play,ro,Subcrib,subcrib,0.0,neutral,neutral,neutral,positive
my phone is camon 20 pro but it can't install on phone it is so bored 😴😴😴,1,2024-03-12,CBE,Google Play,en,my phone is camon 20 pro but it can't install on phone it is so bored 😴😴😴,phone camon 20 pro ca install phone bored,-0.5591,negative,negative,negative,negative
We're going to stop using not only this apk additional to stop all CBE services. bcz of when to use the apk it doesn't work properly/ doesn't sync /.... + started from last 2 months they're cut 5 birr without our permission for commission. + Cut 10 birr from us when transfer to telebirr... Uuuu CBE'jobs,1,2024-03-12,CBE,Google Play,en,We're going to stop using not only this apk additional to stop all CBE services. bcz of when to use the apk it doesn't work properly/ doesn't sync /.... + started from last 2 months they're cut 5 birr without our permission for commission. + Cut 10 birr from us when transfer to telebirr... Uuuu CBE'jobs,going stop using apk additional stop cbe service bcz use apk work sync started last 2 month cut 5 birr without permission commission cut 10 birr u transfer telebirr uuuu,-0.765,negative,negative,neutral,negative
Accountant and computer senice,5,2024-03-12,CBE,Google Play,en,Accountant and computer senice,accountant computer senice,0.0,neutral,neutral,neutral,positive
It's too smooth and easy to use version😎,5,2024-03-12,CBE,Google Play,en,It's too smooth and easy to use version😎,smooth easy use,0.4404,positive,positive,positive,positive
Best and easy to use but the limitations is the when someone want to send birr from cbe to tele birr the transfer fee is higher and this is not correct,2,2024-03-11,CBE,Google Play,en,Best and easy to use but the limitations is the when someone want to send birr from cbe to tele birr the transfer fee is higher and this is not correct,best easy use limitation someone want send birr cbe tele birr transfer fee higher correct,0.6124,positive,positive,positive,negative
Best for save time,5,2024-03-11,CBE,Google Play,no,Best for save time,best save time,0.8126,positive,positive,positive,positive
Very disgusted,1,2024-03-11,CBE,Google Play,af,Very disgusted,disgusted,-0.5709,negative,negative,negative,negative
The new version get worse I can't even check my balance let alone doing other stuff.,2,2024-03-11,CBE,Google Play,en,The new version get worse I can't even check my balance let alone doing other stuff.,new version get worse ca even check balance let alone stuff,-0.6249,negative,negative,negative,negative
"It's fast,very good App...",5,2024-03-11,CBE,Google Play,en,"It's fast,very good App...",fast good app,0.4404,positive,positive,positive,positive
The new one is not working on my phone disliked it,1,2024-03-11,CBE,Google Play,en,The new one is not working on my phone disliked it,new one working phone disliked,-0.4019,negative,negative,negative,negative
Better than the previous version. The update is good 👍,5,2024-03-11,CBE,Google Play,en,Better than the previous version. The update is good 👍,better previous version update good,0.7003,positive,positive,positive,positive
C. Cc x. M x x. S sx. ## xc c c b_.4.m. C c. Exx xn2 Dodds s 7. 33f N.gn Cd 7 y n bbe4. Mrn4,5,2024-03-11,CBE,Google Play,vi,C. Cc x. M x x. S sx. ## xc c c b_.4.m. C c. Exx xn2 Dodds s 7. 33f N.gn Cd 7 y n bbe4. Mrn4,cc x sx xc c c c exx xn2 dodds 7 33f cd 7 n bbe4 mrn4,0.0,neutral,neutral,neutral,positive
Add statement request through email and others.,3,2024-03-10,CBE,Google Play,en,Add statement request through email and others.,add statement request email others,0.0,neutral,neutral,neutral,neutral
Got worse after the update. Now it doesn't do anything after logging in.,1,2024-03-10,CBE,Google Play,en,Got worse after the update. Now it doesn't do anything after logging in.,got worse update anything logging,-0.4767,negative,negative,negative,negative
It simply isn't working. Example: I can't access my account statement in order to find out how much I sent to Mr X or Y over the last six months or so. Nor is your FAQ section helpful. I suggest that you review the efficacy of your app.,1,2024-03-09,CBE,Google Play,en,It simply isn't working. Example: I can't access my account statement in order to find out how much I sent to Mr X or Y over the last six months or so. Nor is your FAQ section helpful. I suggest that you review the efficacy of your app.,simply working example ca access account statement order find much sent mr x last six month faq section helpful suggest review efficacy app,0.4215,positive,positive,positive,negative
Less,2,2024-03-09,CBE,Google Play,fr,Less,less,0.0,neutral,neutral,negative,negative
Applicationiin kun akka ati barbaaddetti hin hoojjatu maali rakkoon isaa,5,2024-03-09,CBE,Google Play,fi,Applicationiin kun akka ati barbaaddetti hin hoojjatu maali rakkoon isaa,applicationiin kun akka ati barbaaddetti hin hoojjatu maali rakkoon isaa,0.0,neutral,neutral,neutral,positive
❤️❤️❤️❤️❤️❤️❤️💯💯💯💯💯💯💯,5,2024-03-09,CBE,Google Play,unknown,❤️❤️❤️❤️❤️❤️❤️💯💯💯💯💯💯💯,,0.0,neutral,neutral,neutral,positive
